Grant Number,Site_ID,Medicare Provider Number,340B ID,CE ID,Entity Type Code,Participating,Participating Start Date,Termination Reason,Term Date,Certified/Decertified Date,New Record ID,Parent ID,Entity Name,Entity Sub-Division Name,Address 1,Address 2,City,State,Zip,Second Zip
1H25PS004317-01.,,,STD93103,43060,STD,TRUE,7/1/2014,,,,,,County of Santa Barbara,Santa Barbara Rescue Mission,535 E. Yanonali Street,Building 1,Santa Barbara,CA,93103,3254
1H25PS004317-01.,,,STD93458,43062,STD,TRUE,7/1/2014,,,,,,County of Santa Barbara,Good Samaritan,401 W. Morrison Avenue,,Santa Maria,CA,93458,6124
1H25PS004317-01,,,STD95422,43291,STD,TRUE,7/1/2014,,,,,,PLANNED PARENTHOOD SHASTA-DIABLO,CLEARLAKE CENTER,14671 OLYMPIC DR.,,CLEARLAKE,CA,95422,
1H25PS004317-01,,,STD94565,43292,STD,TRUE,7/1/2014,,,,,,PLANNED PARENTHOOD SHASTA-DIABLO,PITTSBURG CENTER,3715 RAILROAD AVE.,SUITE B,PITTSBURG,CA,94565,
1H25PS004317-01,,,STD94530,43307,STD,TRUE,7/1/2014,,,,,,PLANNED PARENTHOOD SHASTA-DIABLO,EL CERRITO CENTER,320 EL CERRITO PLAZA,,EL CERRITO,CA,94530,
1H25PS004317-01,,,STD96002,43344,STD,TRUE,7/1/2014,,,,,,PLANNED PARENTHOOD SHASTA-DIABLO,REDDING CENTER,2935 BECHELLI LANE,SUITE C,REDDING,CA,96002,
1H25PS004317-01,,,STD949011,43348,STD,TRUE,7/1/2014,,,,,,PLANNED PARENTHOOD SHASTA-DIABLO,SAN RAFAEL CENTER,2 H STREET,,SAN RAFAEL,CA,94901,
1H25PS004317-01,,,STD95405,43356,STD,TRUE,7/1/2014,,,,,,PLANNED PARENTHOOD SHASTA-DIABLO,SANTA ROSA CENTER,1140 SONOMA AVE,BUILDING #3,SANTA ROSA,CA,95405,
1H25PS004317-01,,,STD95482,43363,STD,TRUE,7/1/2014,,,,,,PLANNED PARENTHOOD SHASTA-DIABLO,UKIAH CENTER,1165 SO. DORA STREET,SUITE A,UKIAH,CA,95482,
1H25PS004317-01,,,STD94110,43370,STD,TRUE,7/1/2014,,,,,,PLANNED PARENTHOOD SHASTA-DIABLO,SAN FRANCISCO CENTER,1650 VALENCIA ST.,,SAN FRANCISCO,CA,94110,
